T	1.00E+11	1.50E+11	1.80E+11	1.90E+11	2.00E+11	2.10E+11	2.20E+11	2.50E+11	3.00E+11
8.60E-01	-4.34E-04	1.01E-02	-4.34E-04	-4.34E-04	-4.34E-04	-4.34E-04	-4.34E-04	-4.34E-04	-4.34E-04
8.65E-01	1.63E-03	1.01E-02	1.63E-03	1.63E-03	1.63E-03	1.63E-03	1.63E-03	1.63E-03	1.63E-03
8.70E-01	3.64E-03	9.73E-03	3.64E-03	3.64E-03	3.64E-03	3.64E-03	3.64E-03	3.64E-03	3.64E-03
8.75E-01	5.47E-03	8.98E-03	5.47E-03	5.47E-03	5.47E-03	5.47E-03	5.47E-03	5.47E-03	5.47E-03
8.80E-01	7.10E-03	7.88E-03	7.10E-03	7.10E-03	7.10E-03	7.10E-03	7.10E-03	7.10E-03	7.10E-03
8.85E-01	8.45E-03	6.49E-03	8.45E-03	8.45E-03	8.45E-03	8.45E-03	8.45E-03	8.45E-03	8.45E-03
8.90E-01	9.45E-03	4.83E-03	9.45E-03	9.45E-03	9.45E-03	9.45E-03	9.45E-03	9.45E-03	9.45E-03
8.95E-01	1.01E-02	2.97E-03	1.01E-02	1.01E-02	1.01E-02	1.01E-02	1.01E-02	1.01E-02	1.01E-02
9.00E-01	1.03E-02	9.98E-04	1.03E-02	1.03E-02	1.03E-02	1.03E-02	1.03E-02	1.03E-02	1.03E-02
9.05E-01	1.02E-02	-1.05E-03	1.02E-02	1.02E-02	1.02E-02	1.02E-02	1.02E-02	1.02E-02	1.02E-02
9.10E-01	9.59E-03	-3.05E-03	9.59E-03	9.59E-03	9.59E-03	9.59E-03	9.59E-03	9.59E-03	9.59E-03
9.15E-01	8.63E-03	-4.92E-03	8.63E-03	8.63E-03	8.63E-03	8.63E-03	8.63E-03	8.63E-03	8.63E-03
